antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent,consequent,rule
Eggs,Bread,0.3843843843843844,0.3843843843843844,0.15715715715715717,0.4088541666666667,1.06365966796875,0.009405802198594992,1.0413938167242134,Eggs,Bread,38
Bread,Eggs,0.3843843843843844,0.3843843843843844,0.15715715715715717,0.4088541666666667,1.06365966796875,0.009405802198594992,1.0413938167242134,Bread,Eggs,39
Ice cream,Bread,0.41041041041041043,0.3843843843843844,0.18118118118118118,0.4414634146341463,1.1484946646341463,0.023425828230633022,1.1021938969537222,Ice cream,Bread,40
Bread,Ice cream,0.3843843843843844,0.41041041041041043,0.18118118118118118,0.4713541666666667,1.1484946646341463,0.023425828230633022,1.1152827704551842,Bread,Ice cream,41
Kidney Beans,Bread,0.4084084084084084,0.3843843843843844,0.16716716716716717,0.40931372549019607,1.0648552389705883,0.01018135252369487,1.042204029755897,Kidney Beans,Bread,42
Bread,Kidney Beans,0.3843843843843844,0.4084084084084084,0.16716716716716717,0.43489583333333337,1.0648552389705883,0.01018135252369487,1.0468717565491759,Bread,Kidney Beans,43
Milk,Bread,0.40540540540540543,0.3843843843843844,0.17417417417417416,0.4296296296296296,1.1177083333333333,0.01834266699131562,1.0793260793260793,Milk,Bread,44
Bread,Milk,0.3843843843843844,0.40540540540540543,0.17417417417417416,0.453125,1.1177083333333333,0.01834266699131562,1.0872586872586871,Bread,Milk,45
Bread,Nutmeg,0.3843843843843844,0.4014014014014014,0.17117117117117117,0.4453125,1.1093944825436408,0.01687874060246433,1.0791636707129666,Bread,Nutmeg,46
Nutmeg,Bread,0.4014014014014014,0.3843843843843844,0.17117117117117117,0.42643391521197005,1.1093944825436408,0.01687874060246433,1.0733124428776601,Nutmeg,Bread,47
Onion,Bread,0.4034034034034034,0.3843843843843844,0.1781781781781782,0.44168734491315137,1.1490772332506203,0.023116209302395496,1.102635969302636,Onion,Bread,48
Bread,Onion,0.3843843843843844,0.4034034034034034,0.1781781781781782,0.4635416666666667,1.1490772332506203,0.023116209302395496,1.1121023936557919,Bread,Onion,49
Bread,Sugar,0.3843843843843844,0.4094094094094094,0.17917917917917917,0.4661458333333333,1.138581143031785,0.02180859538216895,1.106277008716033,Bread,Sugar,50
Sugar,Bread,0.4094094094094094,0.3843843843843844,0.17917917917917917,0.4376528117359413,1.1385811430317847,0.02180859538216895,1.0947251599425512,Sugar,Bread,51
Unicorn,Bread,0.3893893893893894,0.3843843843843844,0.16816816816816818,0.4318766066838047,1.1235539845758356,0.01849296744191642,1.083594907124319,Unicorn,Bread,52
Bread,Unicorn,0.3843843843843844,0.3893893893893894,0.16816816816816818,0.43750000000000006,1.1235539845758356,0.01849296744191642,1.0855299744188633,Bread,Unicorn,53
Bread,Yogurt,0.3843843843843844,0.42042042042042044,0.1931931931931932,0.5026041666666666,1.1954799107142855,0.031590148707265814,1.165228055280411,Bread,Yogurt,54
Yogurt,Bread,0.42042042042042044,0.3843843843843844,0.1931931931931932,0.4595238095238095,1.1954799107142857,0.031590148707265814,1.139024487042108,Yogurt,Bread,55
chocolate,Bread,0.4214214214214214,0.3843843843843844,0.18518518518518517,0.4394299287410926,1.1432044239904988,0.02319737154571988,1.098195653280399,chocolate,Bread,56
Bread,chocolate,0.3843843843843844,0.4214214214214214,0.18518518518518517,0.4817708333333333,1.1432044239904988,0.02319737154571988,1.116453136553639,Bread,chocolate,57
Cheese,Butter,0.4044044044044044,0.42042042042042044,0.18218218218218218,0.4504950495049505,1.0715346534653465,0.012162312462612762,1.0547304060817573,Cheese,Butter,58
Butter,Cheese,0.42042042042042044,0.4044044044044044,0.18218218218218218,0.4333333333333333,1.0715346534653465,0.012162312462612762,1.0510510510510511,Butter,Cheese,59
Corn,Butter,0.4074074074074074,0.42042042042042044,0.19119119119119118,0.4692874692874693,1.1162337662337662,0.01990879768657547,1.0920781893004115,Corn,Butter,60
Butter,Corn,0.42042042042042044,0.4074074074074074,0.19119119119119118,0.4547619047619047,1.1162337662337662,0.01990879768657547,1.0868510431829208,Butter,Corn,61
Butter,Dill,0.42042042042042044,0.3983983983983984,0.17517517517517517,0.41666666666666663,1.0458542713567838,0.007680353025698361,1.0313170313170312,Butter,Dill,62
Dill,Butter,0.3983983983983984,0.42042042042042044,0.17517517517517517,0.4396984924623115,1.0458542713567838,0.007680353025698361,1.0344066039133302,Dill,Butter,63
Butter,Eggs,0.42042042042042044,0.3843843843843844,0.17317317317317318,0.41190476190476194,1.0715959821428573,0.011570128687245801,1.0467957836378892,Butter,Eggs,64
Eggs,Butter,0.3843843843843844,0.42042042042042044,0.17317317317317318,0.45052083333333337,1.0715959821428571,0.011570128687245801,1.054779898381794,Eggs,Butter,65
Ice cream,Butter,0.41041041041041043,0.42042042042042044,0.2072072072072072,0.5048780487804878,1.2008885017421602,0.034662289917545164,1.1705794464415153,Ice cream,Butter,66
Butter,Ice cream,0.42042042042042044,0.41041041041041043,0.2072072072072072,0.4928571428571428,1.2008885017421602,0.034662289917545164,1.1625710217259513,Butter,Ice cream,67
Kidney Beans,Butter,0.4084084084084084,0.42042042042042044,0.2022022022022022,0.49509803921568624,1.1776260504201679,0.030498967435904356,1.1479051867401382,Kidney Beans,Butter,68
Butter,Kidney Beans,0.42042042042042044,0.4084084084084084,0.2022022022022022,0.4809523809523809,1.1776260504201679,0.030498967435904356,1.139763616827837,Butter,Kidney Beans,69
Butter,Milk,0.42042042042042044,0.40540540540540543,0.1981981981981982,0.4714285714285714,1.1628571428571428,0.027757487216946652,1.12490869247626,Butter,Milk,70
Milk,Butter,0.40540540540540543,0.42042042042042044,0.1981981981981982,0.4888888888888889,1.1628571428571428,0.027757487216946652,1.1339600470035252,Milk,Butter,71
Butter,Nutmeg,0.42042042042042044,0.4014014014014014,0.1981981981981982,0.4714285714285714,1.174456715354471,0.02944085226367507,1.132483835186538,Butter,Nutmeg,72
Nutmeg,Butter,0.4014014014014014,0.42042042042042044,0.1981981981981982,0.4937655860349127,1.174456715354471,0.02944085226367507,1.1448838000562136,Nutmeg,Butter,73
Butter,Onion,0.42042042042042044,0.4034034034034034,0.1971971971971972,0.46904761904761905,1.1627259836937256,0.02759816873930987,1.1236348456079397,Butter,Onion,74
Onion,Butter,0.4034034034034034,0.42042042042042044,0.1971971971971972,0.488833746898263,1.1627259836937254,0.02759816873930987,1.1338377212163617,Onion,Butter,75
Butter,Sugar,0.42042042042042044,0.4094094094094094,0.1961961961961962,0.4666666666666666,1.1398533007334963,0.02407212016821625,1.1073573573573572,Butter,Sugar,76
Sugar,Butter,0.4094094094094094,0.42042042042042044,0.1961961961961962,0.4792176039119804,1.1398533007334963,0.02407212016821625,1.1129016340283944,Sugar,Butter,77
Butter,Unicorn,0.42042042042042044,0.3893893893893894,0.18218218218218218,0.4333333333333333,1.1128534704370179,0.018474931387844284,1.077548136371666,Butter,Unicorn,78
Unicorn,Butter,0.3893893893893894,0.42042042042042044,0.18218218218218218,0.46786632390745503,1.1128534704370179,0.018474931387844284,1.0891616253935092,Unicorn,Butter,79
Butter,Yogurt,0.42042042042042044,0.42042042042042044,0.19119119119119118,0.4547619047619047,1.0816836734693875,0.014437861284708114,1.062984381761674,Butter,Yogurt,80
Yogurt,Butter,0.42042042042042044,0.42042042042042044,0.19119119119119118,0.4547619047619047,1.0816836734693875,0.014437861284708114,1.062984381761674,Yogurt,Butter,81
Butter,chocolate,0.42042042042042044,0.4214214214214214,0.2022022022022022,0.4809523809523809,1.1412623006447233,0.02502803103403703,1.114692674325702,Butter,chocolate,82
chocolate,Butter,0.4214214214214214,0.42042042042042044,0.2022022022022022,0.47980997624703087,1.1412623006447233,0.02502803103403703,1.114168963484032,chocolate,Butter,83
Cheese,Corn,0.4044044044044044,0.4074074074074074,0.18218218218218218,0.4504950495049505,1.105760576057606,0.01742483223964708,1.0784117450784116,Cheese,Corn,84
Corn,Cheese,0.4074074074074074,0.4044044044044044,0.18218218218218218,0.4471744471744472,1.105760576057606,0.01742483223964708,1.077366255144033,Corn,Cheese,85
Cheese,Dill,0.4044044044044044,0.3983983983983984,0.17717717717717718,0.4381188118811881,1.0997002338424797,0.01606311015720424,1.070691837211661,Cheese,Dill,86
Dill,Cheese,0.3983983983983984,0.4044044044044044,0.17717717717717718,0.44472361809045224,1.0997002338424797,0.01606311015720424,1.0726110726110727,Dill,Cheese,87
Cheese,Eggs,0.4044044044044044,0.3843843843843844,0.16916916916916916,0.4183168316831683,1.0882773824257426,0.013722431139848557,1.058334930675356,Cheese,Eggs,88
Eggs,Cheese,0.3843843843843844,0.4044044044044044,0.16916916916916916,0.44010416666666663,1.0882773824257426,0.013722431139848557,1.0637614358544591,Eggs,Cheese,89
Cheese,Ice cream,0.4044044044044044,0.41041041041041043,0.1871871871871872,0.4628712871287129,1.1278254044916687,0.021215409603797974,1.0976690976690975,Cheese,Ice cream,90
Ice cream,Cheese,0.41041041041041043,0.4044044044044044,0.1871871871871872,0.4560975609756097,1.1278254044916687,0.021215409603797974,1.0950412295703775,Ice cream,Cheese,91
Kidney Beans,Cheese,0.4084084084084084,0.4044044044044044,0.2002002002002002,0.4901960784313726,1.2121432731508446,0.035038041044047064,1.1682836682836684,Kidney Beans,Cheese,92
Cheese,Kidney Beans,0.4044044044044044,0.4084084084084084,0.2002002002002002,0.4950495049504951,1.2121432731508446,0.035038041044047064,1.1715833480539362,Cheese,Kidney Beans,93
Cheese,Milk,0.4044044044044044,0.40540540540540543,0.17217217217217218,0.4257425742574258,1.0501650165016503,0.008224440656873083,1.0354147250698975,Cheese,Milk,94
Milk,Cheese,0.40540540540540543,0.4044044044044044,0.17217217217217218,0.4246913580246913,1.05016501650165,0.008224440656873083,1.0352627305417006,Milk,Cheese,95
Cheese,Nutmeg,0.4044044044044044,0.4014014014014014,0.1921921921921922,0.4752475247524753,1.1839707661539223,0.029863697531365196,1.1407256312916692,Cheese,Nutmeg,96
Nutmeg,Cheese,0.4014014014014014,0.4044044044044044,0.1921921921921922,0.47880299251870323,1.183970766153922,0.029863697531365196,1.1427456164298269,Nutmeg,Cheese,97
Cheese,Onion,0.4044044044044044,0.4034034034034034,0.18518518518518517,0.4579207920792079,1.135143601208756,0.022047072097122145,1.1005708905252283,Cheese,Onion,98
Onion,Cheese,0.4034034034034034,0.4044044044044044,0.18518518518518517,0.4590570719602977,1.135143601208756,0.022047072097122145,1.1010322248854358,Onion,Cheese,99
Cheese,Sugar,0.4044044044044044,0.4094094094094094,0.1871871871871872,0.4628712871287129,1.1305829238180543,0.02162021881741602,1.0995327124359382,Cheese,Sugar,100
Sugar,Cheese,0.4094094094094094,0.4044044044044044,0.1871871871871872,0.4572127139364303,1.1305829238180543,0.02162021881741602,1.0972909846783723,Sugar,Cheese,101
Cheese,Unicorn,0.4044044044044044,0.3893893893893894,0.17017017017017017,0.4207920792079208,1.0806459823360228,0.012699386072759444,1.0542166097721652,Cheese,Unicorn,102
Unicorn,Cheese,0.3893893893893894,0.4044044044044044,0.17017017017017017,0.4370179948586118,1.0806459823360228,0.012699386072759444,1.0579300761949164,Unicorn,Cheese,103
Cheese,Yogurt,0.4044044044044044,0.42042042042042044,0.18118118118118118,0.44801980198019803,1.0656471004243282,0.011161311461611756,1.0500006733190588,Cheese,Yogurt,104
Yogurt,Cheese,0.42042042042042044,0.4044044044044044,0.18118118118118118,0.4309523809523809,1.0656471004243282,0.011161311461611756,1.046653347908578,Yogurt,Cheese,105
Cheese,chocolate,0.4044044044044044,0.4214214214214214,0.18618618618618618,0.4603960396039604,1.0924837139295878,0.01576150725299874,1.0722281914942466,Cheese,chocolate,106
chocolate,Cheese,0.4214214214214214,0.4044044044044044,0.18618618618618618,0.4418052256532066,1.0924837139295878,0.01576150725299874,1.067003173386152,chocolate,Cheese,107
Corn,Dill,0.4074074074074074,0.3983983983983984,0.18018018018018017,0.44226044226044225,1.110095934216537,0.017869721573425285,1.0786425191711535,Corn,Dill,108
Dill,Corn,0.3983983983983984,0.4074074074074074,0.18018018018018017,0.4522613065326633,1.1100959342165373,0.017869721573425285,1.0818892286782194,Dill,Corn,109
Corn,Eggs,0.4074074074074074,0.3843843843843844,0.18018018018018017,0.44226044226044225,1.1505681818181819,0.023579134690245807,1.1037689672050905,Corn,Eggs,110
Eggs,Corn,0.3843843843843844,0.4074074074074074,0.18018018018018017,0.46875,1.1505681818181819,0.023579134690245807,1.1154684095860565,Eggs,Corn,111
Corn,Ice cream,0.4074074074074074,0.41041041041041043,0.1921921921921922,0.47174447174447176,1.1494456762749445,0.024987950913876844,1.1161068044788973,Corn,Ice cream,112
Ice cream,Corn,0.41041041041041043,0.4074074074074074,0.1921921921921922,0.46829268292682924,1.1494456762749445,0.024987950913876844,1.1145090044172612,Ice cream,Corn,113
Kidney Beans,Corn,0.4084084084084084,0.4074074074074074,0.19519519519519518,0.4779411764705882,1.1731283422459893,0.028806584362139898,1.1351069379238392,Kidney Beans,Corn,114
Corn,Kidney Beans,0.4074074074074074,0.4084084084084084,0.19519519519519518,0.4791154791154791,1.1731283422459893,0.028806584362139898,1.1357442348008384,Corn,Kidney Beans,115
Corn,Milk,0.4074074074074074,0.40540540540540543,0.1931931931931932,0.47420147420147424,1.1696969696969697,0.028028028028028035,1.130841121495327,Corn,Milk,116
Milk,Corn,0.40540540540540543,0.4074074074074074,0.1931931931931932,0.4765432098765432,1.1696969696969697,0.028028028028028035,1.1320754716981132,Milk,Corn,117
Corn,Nutmeg,0.4074074074074074,0.4014014014014014,0.18118118118118118,0.44471744471744473,1.1079120380866017,0.01764727690653617,1.0780072107505736,Corn,Nutmeg,118
Nutmeg,Corn,0.4014014014014014,0.4074074074074074,0.18118118118118118,0.4513715710723192,1.1079120380866017,0.01764727690653617,1.08013468013468,Nutmeg,Corn,119
Corn,Onion,0.4074074074074074,0.4034034034034034,0.1841841841841842,0.45208845208845216,1.1206857658470564,0.019834649464279097,1.0888556718153133,Corn,Onion,120
Onion,Corn,0.4034034034034034,0.4074074074074074,0.1841841841841842,0.45657568238213403,1.1206857658470564,0.019834649464279097,1.0904786064603418,Onion,Corn,121
Corn,Sugar,0.4074074074074074,0.4094094094094094,0.1871871871871872,0.4594594594594595,1.1222493887530562,0.0203907611315019,1.0925925925925926,Corn,Sugar,122
Sugar,Corn,0.4094094094094094,0.4074074074074074,0.1871871871871872,0.4572127139364303,1.1222493887530562,0.0203907611315019,1.0917584250917585,Sugar,Corn,123
Corn,Unicorn,0.4074074074074074,0.3893893893893894,0.17717717717717718,0.43488943488943493,1.1168497312456183,0.01853705557409263,1.0805152979066024,Corn,Unicorn,124
Unicorn,Corn,0.3893893893893894,0.4074074074074074,0.17717717717717718,0.455012853470437,1.1168497312456183,0.01853705557409263,1.087351502445842,Unicorn,Corn,125
Corn,Yogurt,0.4074074074074074,0.42042042042042044,0.19019019019019018,0.4668304668304668,1.1103896103896103,0.018907796685574463,1.0870455709165385,Corn,Yogurt,126
Yogurt,Corn,0.42042042042042044,0.4074074074074074,0.19019019019019018,0.45238095238095233,1.1103896103896103,0.018907796685574463,1.0821256038647342,Yogurt,Corn,127
Corn,chocolate,0.4074074074074074,0.4214214214214214,0.1921921921921922,0.47174447174447176,1.119412653854459,0.020501983464946444,1.0952627045650303,Corn,chocolate,128
chocolate,Corn,0.4214214214214214,0.4074074074074074,0.1921921921921922,0.45605700712589076,1.119412653854459,0.020501983464946444,1.0894387837619277,chocolate,Corn,129
Eggs,Dill,0.3843843843843844,0.3983983983983984,0.15715715715715717,0.4088541666666667,1.0262445037688441,0.004019034049064091,1.0176872908150443,Eggs,Dill,130
Dill,Eggs,0.3983983983983984,0.3843843843843844,0.15715715715715717,0.3944723618090452,1.0262445037688441,0.004019034049064091,1.0166598133403113,Dill,Eggs,131
Ice cream,Dill,0.41041041041041043,0.3983983983983984,0.18518518518518517,0.4512195121951219,1.1325836499571025,0.021678334991648285,1.0962518073629184,Ice cream,Dill,132
Dill,Ice cream,0.3983983983983984,0.41041041041041043,0.18518518518518517,0.46482412060301503,1.1325836499571025,0.021678334991648285,1.1016744443974489,Dill,Ice cream,133
Kidney Beans,Dill,0.4084084084084084,0.3983983983983984,0.17217217217217218,0.4215686274509804,1.058158439255099,0.009462916369823271,1.0400570061587011,Kidney Beans,Dill,134
Dill,Kidney Beans,0.3983983983983984,0.4084084084084084,0.17217217217217218,0.4321608040201005,1.058158439255099,0.009462916369823271,1.0418294400595285,Dill,Kidney Beans,135
Milk,Dill,0.40540540540540543,0.3983983983983984,0.19019019019019018,0.4691358024691357,1.1775544388609713,0.028677325974623247,1.1332495285983655,Milk,Dill,136
Dill,Milk,0.3983983983983984,0.40540540540540543,0.19019019019019018,0.4773869346733668,1.1775544388609713,0.028677325974623247,1.1377338877338874,Dill,Milk,137
Dill,Nutmeg,0.3983983983983984,0.4014014014014014,0.17317317317317318,0.43467336683417085,1.0828895098936078,0.01325549773998222,1.0588544099655213,Dill,Nutmeg,138
Nutmeg,Dill,0.4014014014014014,0.3983983983983984,0.17317317317317318,0.4314214463840399,1.0828895098936075,0.01325549773998222,1.0580800098343959,Nutmeg,Dill,139
Dill,Onion,0.3983983983983984,0.4034034034034034,0.1921921921921922,0.4824120603015075,1.195855206553861,0.03147692236781324,1.1526477934244923,Dill,Onion,140
Onion,Dill,0.4034034034034034,0.3983983983983984,0.1921921921921922,0.47642679900744417,1.195855206553861,0.03147692236781324,1.1490305471348126,Onion,Dill,141
Dill,Sugar,0.3983983983983984,0.4094094094094094,0.17917917917917917,0.4497487437185929,1.0985305500608173,0.016071126181236267,1.0733107536760504,Dill,Sugar,142
Sugar,Dill,0.4094094094094094,0.3983983983983984,0.17917917917917917,0.4376528117359413,1.0985305500608173,0.016071126181236267,1.0698045871958914,Sugar,Dill,143
Dill,Unicorn,0.3983983983983984,0.3893893893893894,0.16816816816816818,0.4221105527638191,1.084031985118394,0.013036059082105145,1.0566218392305349,Dill,Unicorn,144
Unicorn,Dill,0.3893893893893894,0.3983983983983984,0.16816816816816818,0.4318766066838047,1.0840319851183942,0.013036059082105145,1.0589277059865296,Unicorn,Dill,145
Dill,Yogurt,0.3983983983983984,0.42042042042042044,0.18518518518518517,0.46482412060301503,1.1056173725771714,0.017690363035708367,1.0829702942378996,Dill,Yogurt,146
Yogurt,Dill,0.42042042042042044,0.3983983983983984,0.18518518518518517,0.4404761904761904,1.1056173725771714,0.017690363035708367,1.075202862436905,Yogurt,Dill,147
chocolate,Dill,0.4214214214214214,0.3983983983983984,0.1991991991991992,0.47268408551068886,1.1864608076009502,0.03130557985412841,1.1408751093435778,chocolate,Dill,148
Dill,chocolate,0.3983983983983984,0.4214214214214214,0.1991991991991992,0.5,1.1864608076009502,0.03130557985412841,1.1571571571571573,Dill,chocolate,149
Kidney Beans,Eggs,0.4084084084084084,0.3843843843843844,0.16916916916916916,0.4142156862745098,1.0776079963235294,0.012183354525696855,1.0509254023898376,Kidney Beans,Eggs,152
Eggs,Kidney Beans,0.3843843843843844,0.4084084084084084,0.16916916916916916,0.44010416666666663,1.0776079963235292,0.012183354525696855,1.0566100984705635,Eggs,Kidney Beans,153
Milk,Eggs,0.40540540540540543,0.3843843843843844,0.17617617617617617,0.4345679012345679,1.1305555555555555,0.020344668993317633,1.0887525079664817,Milk,Eggs,154
Eggs,Milk,0.3843843843843844,0.40540540540540543,0.17617617617617617,0.4583333333333333,1.1305555555555555,0.020344668993317633,1.0977130977130973,Eggs,Milk,155
Eggs,Nutmeg,0.3843843843843844,0.4014014014014014,0.17217217217217218,0.4479166666666667,1.11588216957606,0.017879741603465338,1.084254065386141,Eggs,Nutmeg,156
Nutmeg,Eggs,0.4014014014014014,0.3843843843843844,0.17217217217217218,0.428927680798005,1.11588216957606,0.017879741603465338,1.0779993967766892,Nutmeg,Eggs,157
Eggs,Onion,0.3843843843843844,0.4034034034034034,0.17417417417417416,0.453125,1.1232552729528535,0.01911220529839147,1.0909194909194908,Eggs,Onion,158
Onion,Eggs,0.4034034034034034,0.3843843843843844,0.17417417417417416,0.43176178660049624,1.1232552729528535,0.01911220529839147,1.0833759523715856,Onion,Eggs,159
Eggs,Sugar,0.3843843843843844,0.4094094094094094,0.17017017017017017,0.4427083333333333,1.0813340464547676,0.012799586373159949,1.0597513401251717,Eggs,Sugar,160
Sugar,Eggs,0.4094094094094094,0.3843843843843844,0.17017017017017017,0.4156479217603912,1.0813340464547678,0.012799586373159949,1.0535011999447146,Sugar,Eggs,161
Eggs,Unicorn,0.3843843843843844,0.3893893893893894,0.16816816816816818,0.43750000000000006,1.1235539845758356,0.01849296744191642,1.0855299744188633,Eggs,Unicorn,162
Unicorn,Eggs,0.3893893893893894,0.3843843843843844,0.16816816816816818,0.4318766066838047,1.1235539845758356,0.01849296744191642,1.083594907124319,Unicorn,Eggs,163
Eggs,Yogurt,0.3843843843843844,0.42042042042042044,0.18618618618618618,0.484375,1.1521205357142856,0.024583141700258798,1.1240331240331238,Eggs,Yogurt,164
Yogurt,Eggs,0.42042042042042044,0.3843843843843844,0.18618618618618618,0.44285714285714284,1.1521205357142856,0.024583141700258798,1.104951104951105,Yogurt,Eggs,165
chocolate,Eggs,0.4214214214214214,0.3843843843843844,0.18218218218218218,0.4323040380047506,1.124665973871734,0.02019436854271689,1.0844107706032393,chocolate,Eggs,166
Eggs,chocolate,0.3843843843843844,0.4214214214214214,0.18218218218218218,0.4739583333333333,1.124665973871734,0.02019436854271689,1.0998721493770998,Eggs,chocolate,167
